file,article_name,fincen_id,doc_type,doc_title,doc_date,source_csv,sha256,mode,pages,total_hits_regex,top_labels_regex,embedding_backend,embedding_model,sim_threshold,top_k,min_sim_floor
fincen_advisory_pdfs\fin-2010-a001.pdf,fin-2010-a001.pdf,FIN-2010-A001,Advisory,FinCEN Advisory – FIN-2010-A001,02/18/2010,fincen_advisories.csv,fd2008f943dbcfb3198ee7a1a696680b91824878aa9aae7deac8a190c2b9bf4b,direct,8,89,money_laundering:54; trade_based_money_laundering:31; structuring_smurfing:3; terrorist_financing:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\fin-2010-a002.pdf,fin-2010-a002.pdf,FIN-2010-A002,Advisory,FinCEN Advisory - FIN-2010-A002,03/18/2010,fincen_advisories.csv,ce46802ad39844aabd04f06cb459fbf28d6141fb259c5fc7e885258952598006,direct,7,48,money_laundering:37; terrorist_financing:11,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\fin-2010-a003.pdf,fin-2010-a003.pdf,FIN-2010-A003,Advisory,FinCEN Advisory - FIN-2010-A003,03/18/2010,fincen_advisories.csv,6ff536e9587aea24042f6c74546da0781a49fe92362b34dcfbba0d45f657d40f,direct,10,51,money_laundering:42; terrorist_financing:9,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\fin-2010-a004.pdf,fin-2010-a004.pdf,FIN-2010-A004,Advisory,FinCEN Advisory – FIN-2010-A004,03/29/2010,fincen_advisories.csv,1cb2c49a0c114e385c7d86277ffd1f3057327f0257ceae2d446135f133b0e384,direct,2,8,money_laundering:8,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\fin-2010-a005.pdf,fin-2010-a005.pdf,FIN-2010-A005,Advisory,FinCEN Advisory - FIN-2010-A005,04/27/2010,fincen_advisories.csv,3cdb84d58dbe3e30389f589464d126fa90dcfd054b9f763bbd26b78fb2c3e80d,direct,7,24,money_laundering:14; mortgage_financial_aid_fraud:8; terrorist_financing:1; sanctions_evasion:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\fin-2010-a006.pdf,fin-2010-a006.pdf,FIN-2010-A006,Advisory,FinCEN Advisory – FIN-2010-A006,06/17/2010,fincen_advisories.csv,08dd61f90943e045c064b6de559864acf9c91603f735328436283d0836df4a7b,direct,5,30,money_laundering:26; mortgage_financial_aid_fraud:2; structuring_smurfing:1; sanctions_evasion:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\fin-2010-a007.pdf,fin-2010-a007.pdf,FIN-2010-A007,Advisory,FinCEN Advisory – FIN-2010-A007,06/21/2010,fincen_advisories.csv,213a0f2a5f0f1c679e68a9cc19e86b8287ca5afa7af52ec99ffc90c4517bdc40,direct,7,22,money_laundering:20; terrorist_financing:1; trade_based_money_laundering:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\fin-2010-a008.pdf,fin-2010-a008.pdf,FIN-2010-A008,Advisory,FinCEN Advisory - FIN-2010-A008,06/22/2010,fincen_advisories.csv,dfe5d8f60e9de912656cf1b3d89a8307c65806d1bd9aaa1bd0c08ce9df6f9241,direct,8,28,terrorist_financing:18; money_laundering:10,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2010-A009.pdf,FIN-2010-A009.pdf,FIN-2010-A009,Advisory,FinCEN Advisory – FIN-2010-A009,07/16/2010,fincen_advisories.csv,70063b62c603faa62531fe27966d166739b4a24fc2cd1ea3e78b8ce45feb9dcb,direct,12,88,money_laundering:71; terrorist_financing:17,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2010-A010.pdf,FIN-2010-A010.pdf,FIN-2010-A010,Advisory,FinCEN Advisory – FIN-2010-A010,07/17/2010,fincen_advisories.csv,4174464317fd943a889896592cbb542572fb1ad78228a686acf552693fe8d89e,direct,5,46,money_laundering:32; terrorist_financing:14,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2010-A012.pdf,FIN-2010-A012.pdf,FIN-2010-A012,Advisory,FinCEN Advisory - FIN-2010-A012,11/20/2010,fincen_advisories.csv,aa1d43c66514a280b092918f9182ed3aa4083ed79b834019046e1a18780aef14,direct,5,40,money_laundering:27; terrorist_financing:13,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2010-A013.pdf,FIN-2010-A013.pdf,FIN-2010-A013,Advisory,FinCEN Advisory – FIN-2010-A013,11/20/2010,fincen_advisories.csv,fbb5d4b0599b12286fa05f04686ea31856eb7fc86ac91d86481c947fb62ff0c2,direct,15,108,money_laundering:91; terrorist_financing:17,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2010-A014.pdf,FIN-2010-A014.pdf,FIN-2010-A014,Advisory,FinCEN Advisory – FIN-2010-A014,11/23/2010,fincen_advisories.csv,e6eadb886d78cfdb050b5d971534bff84cbe17239f18f38c1eaca60199ecc2e8,direct,2,41,money_laundering:40; terrorist_financing:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2010-A11-updated_508.pdf,FIN-2010-A11-updated_508.pdf,FIN-2010-A011,Advisory,FinCEN Advisory – FIN-2010-A011,09/01/2010,fincen_advisories.csv,cd4a0bec0a1c9714feae0b6ec71a7498eec5cdfd04d57b890c1b8884765df5da,direct,3,8,money_laundering:7; terrorist_financing:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2011-A001.pdf,FIN-2011-A001.pdf,FIN-2011-A001,Advisory,FinCEN Advisory – FIN-2011-A001,01/20/2011,fincen_advisories.csv,ed5ff49f650de11994119d6fa20d0014fb9a73c8065076480abf2f7ca74325ca,direct,2,10,corruption_bribery:6; money_laundering:3; terrorist_financing:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\fin-2011-a002.pdf,fin-2011-a002.pdf,FIN-2011-A002,Advisory,FinCEN Advisory - FIN-2011-A002,02/16/2011,fincen_advisories.csv,66d58e20c37ff974c8dd728ce4940467329e6c21613782095b63ff88dc216f21,direct,2,10,corruption_bribery:6; money_laundering:3; terrorist_financing:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\fin-2011-a003.pdf,fin-2011-a003.pdf,FIN-2011-A003,Advisory,FinCEN Advisory - FIN-2011-A003,02/22/2011,fincen_advisories.csv,0f36ef8d64282f5577cc1f9f7caa487ac8cb2cab3c858982a5c1d7dd26573d8f,direct,3,11,money_laundering:11,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2011-A004.pdf,FIN-2011-A004.pdf,FIN-2011-A004,Advisory,FinCEN Advisory – FIN-2011-A004,02/24/2011,fincen_advisories.csv,56785e089ebe4830668d096fca08f3f55426598806978bcad8563fec18605936,direct,2,10,corruption_bribery:6; money_laundering:3; terrorist_financing:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2011-A005.pdf,FIN-2011-A005.pdf,FIN-2011-A005,Advisory,FinCEN Advisory – FIN-2011-A005,03/20/2011,fincen_advisories.csv,32db05e7c2d81c5e4d62d2ce6a63aaef8385559abad20dfaf77a020d9d36097e,direct,13,92,money_laundering:72; terrorist_financing:20,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2011-A006.pdf,FIN-2011-A006.pdf,FIN-2011-A006,Advisory,FinCEN Advisory - FIN-2011-A006,03/21/2011,fincen_advisories.csv,4bf805fd4e91441b3a0f0a82ef4eea8a67ec34f35967d17bc5774afbf3b81a67,direct,4,35,money_laundering:25; terrorist_financing:10,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2011-A007.pdf,FIN-2011-A007.pdf,FIN-2011-A007,Advisory,FinCEN Advisory – FIN-2011-A007,03/30/2011,fincen_advisories.csv,ea32f9ee170e21769f37c0841ae3fd1c61404441989eaa46fd3e5c3dde609dc0,direct,3,12,money_laundering:10; terrorist_financing:1; mortgage_financial_aid_fraud:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2011-A008.pdf,FIN-2011-A008.pdf,FIN-2011-A008,Advisory,FinCEN Advisory – FIN-2011-A008,04/15/2011,fincen_advisories.csv,52684200fa6c1cd6f295111c1bff833f53fbcd60de77158991f71628cc6e685e,direct,2,5,money_laundering:4; terrorist_financing:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2011-A009.pdf,FIN-2011-A009.pdf,FIN-2011-A009,Advisory,FinCEN Advisory – FIN-2011-A009,04/21/2011,fincen_advisories.csv,f69d2c23e8e7afcf262fdc381d39e83bd5de61d17ac1516415f257595eb1f343,direct,2,9,money_laundering:6; structuring_smurfing:2; terrorist_financing:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2011-A010.pdf,FIN-2011-A010.pdf,FIN-2011-A010,Advisory,FinCEN Advisory – FIN-2011-A010,07/08/2011,fincen_advisories.csv,2fe85d5a49062cd2da6c98dbb21bd42a5c6b80a173984535419e1d2fa05ea814,direct,3,22,corruption_bribery:10; money_laundering:7; terrorist_financing:5,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2011-A011.pdf,FIN-2011-A011.pdf,FIN-2011-A011,Advisory,FinCEN Advisory – FIN-2011-A011,07/12/2011,fincen_advisories.csv,f7d865379619eb482fe2e6e17eb4a0e1ed3a79bc32c47aa42646e94d39f5b89c,direct,14,97,money_laundering:82; terrorist_financing:15,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2011-A012.pdf,FIN-2011-A012.pdf,FIN-2011-A012,Advisory,FinCEN Advisory - FIN-2011-A012,07/13/2011,fincen_advisories.csv,723715fd0b5ab1095b0093620f8c841c182b3825b2739069da83a52e21e01e08,direct,7,65,money_laundering:48; terrorist_financing:17,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2011-A013.pdf,FIN-2011-A013.pdf,FIN-2011-A013,Advisory,FinCEN Advisory – FIN-2011-A013,08/10/2011,fincen_advisories.csv,795d31c49653703474af73fa3bf0ece1aa3ad9a67a998221a83cb2fac9b5c199,direct,2,11,money_laundering:7; terrorist_financing:3; structuring_smurfing:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2011-A014.pdf,FIN-2011-A014.pdf,FIN-2011-A014,Advisory,FinCEN Advisory – FIN-2011-A014,11/15/2011,fincen_advisories.csv,e6c7860f9990434458943a999d7aa7d03368a787269c9b7c751a9ca7a1c4549c,direct,14,89,money_laundering:73; terrorist_financing:16,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2011-A015.pdf,FIN-2011-A015.pdf,FIN-2011-A015,Advisory,FinCEN Advisory – FIN-2011-A015,11/15/2011,fincen_advisories.csv,e4e8df1d55ecb75e6c4383a028bd4dece4f64d47f572c586a4ff391f1da713b7,direct,8,62,money_laundering:43; terrorist_financing:19,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2011-A016.pdf,FIN-2011-A016.pdf,FIN-2011-A016,Advisory,FinCEN Advisory – FIN-2011-A016,12/19/2011,fincen_advisories.csv,4d335b2af1ab5899b7afb57e8d6f85eb6fe017c974a3165b1a246f51b1fde2bc,direct,2,10,money_laundering:9; terrorist_financing:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2012-A001.pdf,FIN-2012-A001.pdf,FIN-2012-A001,Advisory,FinCEN Advisory – FIN-2012-A001,02/15/2012,fincen_advisories.csv,79871dadfa543875ca903ab3ea57796e2ddb363150dbb59a3a409a58ecdc6a41,direct,2,19,money_laundering:18; terrorist_financing:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2012-A002.pdf,FIN-2012-A002.pdf,FIN-2012-A002,Advisory,FinCEN Advisory – FIN-2012-A002,03/02/2012,fincen_advisories.csv,0c50b6c5f837541a62fc087ddf11315d404807309187a60a2621b288534a2461,direct,3,40,money_laundering:39; terrorist_financing:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2012-A003.pdf,FIN-2012-A003.pdf,FIN-2012-A003,Advisory,FinCEN Advisory – FIN-2012-A003,03/06/2012,fincen_advisories.csv,c417a6b4b9fa7fcaf495462c0387bc4e09201dc80ec5d5acb6324312ac4aec2a,direct,13,98,money_laundering:83; terrorist_financing:15,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2012-A004.pdf,FIN-2012-A004.pdf,FIN-2012-A004,Advisory,FinCEN Advisory – FIN-2012-A004,03/07/2012,fincen_advisories.csv,45bc96cbea7bb5b0bc76726c3d4a89ecac00fb5b090704bdf37620aa30e22b63,direct,10,77,money_laundering:55; terrorist_financing:22,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2012-A005.pdf,FIN-2012-A005.pdf,FIN-2012-A005,Advisory,FinCEN Advisory – FIN-2012-A005,03/30/2012,fincen_advisories.csv,40bfd187c96059acd28f207065ee4c977e5ae8bb481621ba9bdd198088fe98e2,direct,3,5,money_laundering:5,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2012-A006.pdf,FIN-2012-A006.pdf,FIN-2012-A006,Advisory,FinCEN Advisory – FIN-2012-A006,07/18/2012,fincen_advisories.csv,854403103432e36fcfd4b29b8bfa4f41ae5b7fd019a48a7a5469e1f5df9ff546,direct,4,6,money_laundering:5; structuring_smurfing:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2012-A007.pdf,FIN-2012-A007.pdf,FIN-2012-A007,Advisory,FinCEN Advisory – FIN-2012-A007,07/19/2012,fincen_advisories.csv,11d0a30fafe817c736a763e026c898caf2902ad4ffa50e3f9c0564565e97570a,direct,11,144,money_laundering:121; terrorist_financing:23,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2012-A008.pdf,FIN-2012-A008.pdf,FIN-2012-A008,Advisory,FinCEN Advisory – FIN-2012-A008,07/20/2012,fincen_advisories.csv,2d1351c728d33415a0a5d2bb2cc7c7cf43003e2cf3fee3b5fded9d3cb09f71fd,direct,12,133,money_laundering:95; terrorist_financing:38,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2012-A009.pdf,FIN-2012-A009.pdf,FIN-2012-A009,Advisory,FinCEN Advisory – FIN-2012-A009,08/16/2012,fincen_advisories.csv,fb9d3747513a7b6d27015495b46d278efd26fe2974091eefcc17b60ea71022b7,direct,5,11,money_laundering:9; mortgage_financial_aid_fraud:2,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2012-A010.pdf,FIN-2012-A010.pdf,FIN-2012-A010,Advisory,FinCEN Advisory – FIN-2012-A010,10/22/2012,fincen_advisories.csv,3a0536d3479d1085fb11f0272081bde30b13118b76c8eac3fbde5a4e90d722b1,direct,4,12,money_laundering:11; terrorist_financing:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2012-A011.pdf,FIN-2012-A011.pdf,FIN-2012-A011,Advisory,FinCEN Advisory – FIN-2012-A011,11/20/2012,fincen_advisories.csv,5abb2dad9f34b9e19946427538946975fbc5f72b14116d596f525882f3550855,direct,12,151,money_laundering:127; terrorist_financing:24,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2012-A012.pdf,FIN-2012-A012.pdf,FIN-2012-A012,Advisory,FinCEN Advisory – FIN-2012-A012,11/21/2012,fincen_advisories.csv,c80bd5f1f74aea2dc4968beedb144a8017e2ca84a5ed52e753c6159e7fbade3d,direct,13,143,money_laundering:97; terrorist_financing:46,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2013-A001.pdf,FIN-2013-A001.pdf,FIN-2013-A001,Advisory,FinCEN Advisory – FIN-2013-A001,02/26/2013,fincen_advisories.csv,0f9836bdd289f90f160b3ced6a6fa50c7f9a7b3b2e3810f2e959055227a9df2d,direct,4,6,money_laundering:6,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2013-A002.pdf,FIN-2013-A002.pdf,FIN-2013-A002,Advisory,FinCEN Advisory – FIN-2013-A002,04/15/2013,fincen_advisories.csv,120d881c80e638b27fea4bc776bd05390cba6163dbfd25fcb31889c68c9de401,direct,3,21,money_laundering:9; terrorist_financing:7; corruption_bribery:5,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2013-A003.pdf,FIN-2013-A003.pdf,FIN-2013-A003,Advisory,FinCEN Advisory – FIN-2013-A003,04/24/2013,fincen_advisories.csv,06e2659639f68089b6a141d752e64d75ce59ee5a8c8ea52eea773f5c80f63104,direct,13,111,money_laundering:92; terrorist_financing:19,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2013-A004.pdf,FIN-2013-A004.pdf,FIN-2013-A004,Advisory,FinCEN Advisory - FIN-2013-A004,04/23/2013,fincen_advisories.csv,dd115243eaa7c942e4be77e2fe8971677f041b26ad1846777ae5a3f51f5f8507,direct,11,115,money_laundering:80; terrorist_financing:35,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2013-A005.pdf,FIN-2013-A005.pdf,FIN-2013-A005,Advisory,FinCEN Advisory – FIN-2013-A005,07/01/2013,fincen_advisories.csv,9639f6f733ca83dbc8232d71efda042e79551fc8f25aa51cfbaa936c18ff6417,direct,8,36,terrorist_financing:21; money_laundering:9; sanctions_evasion:3; corruption_bribery:3,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2013-A006.pdf,FIN-2013-A006.pdf,FIN-2013-A006,Advisory,FinCEN Advisory – FIN-2013-A006,09/17/2013,fincen_advisories.csv,d056363f2ee30b9a38671bd1078ceb763b69db3e786558bdbf729af50e9febe2,direct,5,48,money_laundering:37; terrorist_financing:11,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2013-A007.pdf,FIN-2013-A007.pdf,FIN-2013-A007,Advisory,FinCEN Advisory - FIN-2013-A007,09/27/2013,fincen_advisories.csv,0b3d2aa8121039f405bf0125e4dcd3591946c2840e1bf04ab0c67a34584a7778,direct,3,9,money_laundering:9,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2013-A008.pdf,FIN-2013-A008.pdf,FIN-2013-A008,Advisory,FinCEN Advisory - FIN-2013-A008,12/04/2013,fincen_advisories.csv,a335bde2887f348d47a350ab98e40295d868cf85471b1bdd5c40530dfc99e615,direct,6,51,money_laundering:40; terrorist_financing:11,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2014-A001.pdf,FIN-2014-A001.pdf,FIN-2014-A001,Advisory,FinCEN Advisory - FIN-2014-A001,02/25/2014,fincen_advisories.csv,07903be084cc398b37446d19a3044bea443e71c2ec2b71bdb0a881ee541ee400,direct,2,10,corruption_bribery:6; money_laundering:3; terrorist_financing:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2014-A002.pdf,FIN-2014-A002.pdf,FIN-2014-A002,Advisory,FinCEN Advisory – FIN-2014-A002,03/06/2014,fincen_advisories.csv,b7327ec330a7619167f0afde850caf8dbe183cc1f487fe0cb03f91a2c710d123,direct,4,13,corruption_bribery:7; money_laundering:3; terrorist_financing:3,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2014-A003.pdf,FIN-2014-A003.pdf,FIN-2014-A003,Advisory,FinCEN Advisory – FIN-2014-A003,03/25/2014,fincen_advisories.csv,09ebb6b01b6314642d1d773bf3e51a9a190213218fd19cc8e81b2cdecc802398,direct,6,48,money_laundering:36; terrorist_financing:12,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2014-A004.pdf,FIN-2014-A004.pdf,FIN-2014-A004,Advisory,FinCEN Advisory – FIN-2014-A004,05/20/2014,fincen_advisories.csv,7f07154b00bab032aa6228bc87f58197b0aa162be41f35a51c9c8be08e9b0214,direct,2,7,terrorist_financing:5; money_laundering:2,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2014-A005.pdf,FIN-2014-A005.pdf,FIN-2014-A005,Advisory,FinCEN Advisory–FIN-2014-A005,05/28/2014,fincen_advisories.csv,464e3ac1b2d42002b32e9d3a1a19371939ffc6a6fdcf915a204142929282da20,direct,6,50,trade_based_money_laundering:26; money_laundering:24,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2014-A006.pdf,FIN-2014-A006.pdf,FIN-2014-A006,Advisory,FinCEN Advisory – FIN-2014-A006,08/05/2014,fincen_advisories.csv,f4d31ce1ccfa2218cba1786894afceb8c8928241fdb3680d6ff08ba8621ad433,direct,5,47,money_laundering:35; terrorist_financing:12,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2014-A007.pdf,FIN-2014-A007.pdf,FIN-2014-A007,Advisory,FinCEN Advisory – FIN-2014-A007,08/11/2014,fincen_advisories.csv,7601a7a5c10681be4a4e01ccf0b8699b7afa5004d4b53c9dd5b14c5c5ece01b9,direct,6,84,money_laundering:81; structuring_smurfing:1; terrorist_financing:1; corruption_bribery:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2014-A008.pdf,FIN-2014-A008.pdf,FIN-2014-A008,Advisory,FinCEN Advisory – FIN-2014-A008,09/11/2014,fincen_advisories.csv,72fbb8f63de736971510bb0f1758cde2d4fd0303db3075a074dcb7685af5dc4e,direct,10,39,human_trafficking:28; money_laundering:10; structuring_smurfing:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2014-A009.pdf,FIN-2014-A009.pdf,FIN-2014-A009,Advisory,FinCEN Advisory – FIN-2014-A009,11/12/2014,fincen_advisories.csv,2a8af03faaaeb2b069fc9497956905ed25124bd4180427025e22f969a57ecdf5,direct,5,47,money_laundering:35; terrorist_financing:12,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2015-A001.pdf,FIN-2015-A001.pdf,FIN-2015-A001,Advisory,FinCEN Advisory – FIN-2015-A001,03/16/2015,fincen_advisories.csv,47695dccc3649afed664f719b5d226dc7bfc7fbc5f94a746968f16f959a43ad7,direct,5,46,money_laundering:34; terrorist_financing:12,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2015-A002.pdf,FIN-2015-A002.pdf,FIN-2015-A002,Advisory,FinCEN Advisory – FIN-2015-A002,07/20/2015,fincen_advisories.csv,663e895c4afe990fb63738788614b6fe380fc548c91c1cd752f82807feaa0fdd,direct,5,48,money_laundering:36; terrorist_financing:12,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2016-A001.pdf,FIN-2016-A001.pdf,FIN-2016-A001,Advisory,FinCEN Advisory – FIN-2016-A001,01/19/2016,fincen_advisories.csv,afc55f872763feddb8996479a5e87dcf7d7c2bb3f1126dea4d2fc8214b67c498,direct,5,45,money_laundering:34; terrorist_financing:11,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2016-A002.pdf,FIN-2016-A002.pdf,FIN-2016-A002,Advisory,FinCEN Advisory - FIN-2016-A002,03/21/2016,fincen_advisories.csv,40034c4fe27cc428ba8c85061b5b12a80d704b00a354f5fc70c69b91ae11ce70,direct,6,49,money_laundering:36; terrorist_financing:13,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2016-A003.pdf,FIN-2016-A003.pdf,FIN-2016-A003,Advisory,FinCEN Advisory - FIN-2016-A003,09/06/2016,fincen_advisories.csv,0b936035106ed3737873c210ed019059d18bb6ec88bf26193cb1ba7ba52aec2a,direct,8,51,bec_business_email_compromise:33; money_laundering:17; terrorist_financing:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FIN-2016-A004.pdf,FIN-2016-A004.pdf,FIN-2016-A004,Advisory,FinCEN Advisory - FIN-2016-A004,09/07/2016,fincen_advisories.csv,9fe71321d431eda8ea9f8223177d55dd01e944312d74a749bda6555af4fa44e4,direct,6,53,money_laundering:36; terrorist_financing:17,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FinCEN%20Advisory%20Corruption%20FINAL%20508.pdf,FinCEN%20Advisory%20Corruption%20FINAL%20508.pdf,FIN-2022-A001,Advisory,FinCEN Advisory FIN-2022-A001,04/14/2022,fincen_advisories.csv,3e93619028f029dac2bc650049eac49a2b3550b6890be74ece90f52f9ddbd464,direct,13,196,money_laundering:81; corruption_bribery:76; terrorist_financing:30; sanctions_evasion:4; ransomware:3,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FinCEN%20Advisory%20Covid%20Cybercrime%20508%20FINAL.pdf,FinCEN%20Advisory%20Covid%20Cybercrime%20508%20FINAL.pdf,FIN-2020-A005,Advisory,FinCEN Advisory FIN-2020-A005,07/30/2020,fincen_advisories.csv,d9ca67ee3900450310165c82db0e679c368a32743282ee67d48d3d19b7b96b41,direct,8,47,money_laundering:25; bec_business_email_compromise:13; ransomware:5; crypto_virtual_assets:3; synthetic_identity:1,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
fincen_advisory_pdfs\FinCEN%20Advisory%20CVC%20FINAL%20508.pdf,FinCEN%20Advisory%20CVC%20FINAL%20508.pdf,FIN-2019-A003,Advisory,FinCEN Advisory FIN-2019-A003,05/09/2019,fincen_advisories.csv,228e69fc0219ac2504fa5029e8bac88611e7832f4d2872ef013f0f49da61ba7b,direct,12,94,money_laundering:51; terrorist_financing:31; ransomware:3; crypto_virtual_assets:3; sanctions_evasion:2,sbert,sentence-transformers/all-MiniLM-L6-v2,0.42,2,0.35
